total_t,total_$
622,31950967
632,31951627
604,31952296
628,31952893
576,31952964
588,31955103
620,31956314
616,31957580
596,31958007
623,31970967
633,31971627
605,31972296
599,31972660
629,31972893
577,31972964
589,31975103
621,31976314
617,31977580
597,31978007
634,31991627
606,31992296
630,31992893
578,31992964
602,31993562
574,31994230
590,31995103
622,31996314
598,31998007
563,32008945
635,32011627
607,32012296
631,32012893
579,32012964
591,32015103
623,32016314
619,32017580
599,32018007
615,32020080
564,32028945
636,32031627
608,32032296
580,32032964
556,32034657
592,32035103
624,32036314
600,32038007
565,32048945
637,32051627
609,32052296
633,32052893
581,32052964
557,32054657
593,32055103
625,32056314
589,32056369
601,32058007
638,32071627
610,32072296
634,32072893
582,32072964
626,32076314
590,32076369
574,32076730
602,32078007
613,32086948
585,32087617
611,32092296
583,32092964
595,32095103
603,32098007
614,32106948
568,32108945
612,32112296
606,32112660
584,32112964
608,32113562
624,32117580
604,32118007
615,32126948
569,32128945
613,32132296
585,32132964
609,32133562
597,32135103
605,32138007
621,32140080
614,32152296
586,32152964
610,32153562
598,32155103
606,32158007
571,32168945
615,32172296
587,32172964
611,32173562
563,32174657
595,32176369
607,32178007
572,32188945
616,32192296
588,32192964
612,32193562
564,32194657
600,32195103
608,32198007
573,32208945
557,32211752
617,32212296
589,32212964
565,32214657
601,32215103
609,32218007
574,32228945
570,32230211
618,32232296
590,32232964
614,32233562
566,32234657
602,32235103
610,32238007
575,32248945
619,32252296
591,32252964
567,32254657
603,32255103
611,32258007
578,32263598
576,32268945
572,32270211
620,32272296
616,32273562
568,32274657
604,32275103
612,32278007
577,32288945
621,32292296
593,32292964
569,32294657
605,32295103
613,32298007
578,32308945
622,32312296
594,32312964
570,32314657
606,32315103
614,32318007
551,32324823
579,32328945
563,32331752
623,32332296
617,32332660
595,32332964
619,32333562
571,32334657
603,32336369
615,32338007
552,32344823
580,32348945
576,32350211
564,32351752
624,32352296
596,32352964
570,32354303
572,32354657
608,32355103
616,32358007
581,32368945
565,32371752
625,32372296
597,32372964
573,32374657
609,32375103
605,32376369
554,32384823
582,32388945
598,32392964
622,32393562
610,32395103
618,32398007
579,32410211
599,32412964
623,32413562
575,32414657
611,32415103
619,32418007
556,32424823
584,32428945
568,32431752
600,32432964
576,32434657
612,32435103
620,32438007
557,32444823
585,32448945
569,32451752
601,32452964
577,32454657
613,32455103
573,32455923
621,32458007
617,32459273
570,32471752
602,32472964
578,32474657
614,32475103
610,32476369
622,32478007
559,32484823
587,32488945
571,32491752
603,32492964
579,32494657
615,32495103
623,32498007
560,32504823
584,32510211
604,32512964
580,32514657
616,32515103
624,32518007
561,32524823
607,32527617
573,32531752
605,32532964
617,32535103
613,32536369
625,32538007
562,32544823
590,32548945
620,32549755
574,32551752
606,32552964
582,32554657
618,32555103
626,32558007
563,32564823
575,32571752
607,32572964
619,32575103
627,32578007
576,32591752
608,32592964
584,32594657
580,32595923
565,32604823
611,32607617
593,32608945
577,32611752
609,32612964
621,32615103
566,32624823
612,32627617
594,32628945
610,32632964
606,32634230
586,32634657
622,32635103
567,32644823
611,32652964
575,32653018
623,32655103
568,32664823
614,32667617
596,32668945
612,32672964
569,32684823
597,32688945
613,32692964
625,32695103
621,32696369
554,32700805
570,32704823
598,32708945
582,32711752
614,32712964
571,32724823
599,32728945
615,32732964
572,32744823
600,32748945
616,32752964
573,32764823
601,32768945
617,32772964
609,32776730
574,32784823
620,32787617
602,32788945
598,32790211
618,32792964
582,32793018
575,32804823
603,32808945
597,32809309
587,32811752
595,32814657
576,32824823
604,32828945
620,32832964
577,32844823
569,32848589
597,32854657
578,32864823
606,32868945
579,32884823
607,32888945
580,32904823
608,32908945
600,32914657
565,32920805
581,32924823
557,32926516
597,32935923
617,32936730
582,32944823
610,32948945
567,32960805
612,32988945
604,32994657
569,33000805
585,33004823
613,33008945
605,33014657
570,33020805
586,33024823
614,33028945
610,33030211
606,33034657
571,33040805
587,33044823
547,33046987
615,33048945
607,33054657
572,33060805
556,33063612
573,33080805
589,33084823
549,33086987
605,33095923
550,33106987
618,33108945
575,33120805
619,33128945
611,33134657
576,33140805
592,33144823
604,33151752
612,33154657
561,33163612
593,33164823
607,33166405
569,33166516
613,33174657
570,33186516
595,33204823
571,33206516
607,33211752
596,33224823
616,33234657
599,33239476
597,33244823
609,33251752
582,33260805
566,33263612
598,33264823
574,33266516
558,33266987
610,33271752
567,33283612
599,33284823
575,33286516
559,33286987
611,33291752
600,33304823
576,33306516
560,33306987
620,33314657
569,33323612
601,33324823
561,33326987
613,33331752
586,33340805
602,33344823
562,33346987
614,33351752
587,33360805
603,33364823
563,33366987
615,33371752
604,33384823
573,33403612
605,33404823
565,33406987
617,33411752
606,33424823
607,33444823
567,33446987
576,33463612
568,33466987
544,33468680
609,33484823
569,33486987
610,33504823
570,33506987
571,33526987
612,33544823
572,33546987
576,33581639
599,33600805
616,33624823
576,33626987
601,33640805
579,33641639
577,33646987
602,33660805
586,33663612
563,33682968
565,33722968
581,33726987
606,33740805
607,33760805
600,33786516
560,33788680
569,33802968
570,33822968
602,33826516
595,33843612
612,33860805
604,33866516
614,33900805
607,33926516
576,33942968
608,33946516
592,33946987
602,33983612
594,33986987
595,34006987
596,34026987
598,34066987
599,34086987
601,34126987
577,34128680
586,34142968
602,34146987
571,34165775
603,34166987
572,34185775
605,34206987
608,34221639
607,34246987
593,34282968
573,34287041
562,34288542
613,34366987
569,34428542
570,34448542
602,34462968
605,34477621
574,34528542
588,34587041
602,34628680
604,34668680
605,34688680
569,34744524
588,34808542
589,34828542
612,34828680
549,34830706
577,34904524
561,35070706
602,35088542
563,35110706
564,35130706
565,35150706
567,35190706
569,35230706
549,35469494
595,35750706
557,35895570
586,36133664
569,36511428
589,36535570
552,36673432
597,36695570
599,36735570
560,36833432
567,36973432
567,37566387
569,37874888
603,38554888
556,39804869
562,40081965
596,40242344
557,40265719
594,41005719
