total_t,total_$,tw0,tw1,tw3,tw4
616,31631627,68,130,110,142
628,30654846,90,138,129,148
592,28733506,108,103,111,180
610,30187978,88,147,100,151
598,28772240,94,110,94,157
579,30568820,71,137,88,162
611,30441459,79,123,105,152
617,29728698,111,119,136,144
645,30122986,127,142,128,121
622,29556118,97,157,116,142
627,29537700,96,162,60,157
582,29418864,84,174,128,172
624,30897653,89,134,133,145
639,30767978,88,150,97,140
605,30487170,89,116,88,167
629,31568820,71,137,93,139
614,29668698,101,129,135,146
638,31020557,84,133,127,121
630,30860557,81,127,133,129
605,29488698,111,123,130,153
611,29608698,113,125,128,167
633,30520130,79,140,129,126
590,28496129,121,127,119,179
615,29815311,96,114,90,154
648,31100193,91,140,83,135
576,29507978,78,157,124,171
600,30264284,78,134,100,97
629,31207492,71,167,128,129
605,29413681,126,149,60,168
597,29328698,105,119,128,156
583,30648820,67,148,111,164
603,29605793,113,118,127,166
599,31291627,70,128,109,155
595,29887978,88,146,107,168
599,29368698,103,138,127,153
627,30927170,88,112,89,147
627,30957653,87,127,127,144
590,28797700,95,173,60,162
612,29356118,120,153,117,156
606,31676314,57,175,116,136
604,29985478,92,142,100,167
633,30920557,89,122,127,121
611,30480557,91,142,138,161
586,29235311,119,105,97,177
584,29940557,90,131,127,167
596,29789559,93,152,62,151
576,30590086,71,121,92,157
616,29633681,100,147,63,158
579,31300080,61,156,82,176
607,29918864,92,163,129,146
652,30474045,111,120,95,139
630,29177525,122,128,98,128
588,31071627,64,134,100,183
625,30045793,114,124,127,126
628,29256129,106,127,126,127
630,30951252,88,125,61,122
594,29438136,112,135,98,107
609,29168271,107,143,128,157
625,30487978,88,152,101,128
609,30724266,90,117,97,144
597,29162986,98,142,128,173
612,30461459,88,118,112,138
621,29636313,103,95,101,138
590,28707005,101,183,128,164
591,29807978,84,167,108,167
614,29825793,100,126,129,139
560,31072296,61,129,87,193
562,29064212,73,164,100,187
571,29641459,90,122,97,189
610,30460557,85,127,129,134
642,30618864,92,159,128,130
609,31736314,57,163,116,140
646,30435311,120,116,111,121
613,29500681,105,100,131,155
598,30099569,90,153,123,104
571,29964266,82,112,97,174
592,28747005,99,170,127,172
616,30864266,92,117,82,139
575,31056314,59,173,105,176
602,30098303,82,170,111,104
647,31080193,87,137,106,120
617,31896314,57,169,94,141
587,28737700,97,168,63,152
642,30398738,93,109,93,119
583,30730086,64,121,100,168
640,30315311,110,108,105,121
653,30328334,126,132,97,134
633,30647978,86,157,71,133
614,30824266,93,117,103,147
625,30721459,92,124,96,133
574,32228945,52,133,100,161
606,30025478,92,143,106,156
593,29575232,121,128,103,107
617,30327978,82,158,103,150
584,28713618,95,143,91,164
623,30320130,85,140,146,128
578,28676118,98,157,100,183
600,30634860,61,128,132,155
596,30271252,82,131,62,149
605,29077952,123,103,76,151
605,29645793,101,129,128,170
604,31472893,68,116,114,135
568,28312352,94,165,106,185
606,30537653,86,125,131,161
568,30348820,66,152,109,168
612,29632425,130,137,115,108
594,31191627,71,129,118,148
634,31352839,71,176,121,131
630,31754532,70,129,120,134
646,30036118,123,139,110,137
574,30468820,70,134,106,172
568,29665904,86,127,83,177
584,28492240,99,110,84,171
627,31528820,72,145,101,110
614,30149559,88,176,60,157
602,30300557,89,129,131,156
610,30587170,81,117,98,145
565,29440193,74,138,88,172
598,29352425,116,138,106,101
632,30185793,116,129,129,130
612,30145478,77,142,99,148
635,30960557,80,130,129,137
619,31691627,68,119,97,143
599,30968820,70,135,112,152
599,30734105,72,144,102,161
627,29528271,133,143,129,154
557,31012296,59,133,99,155
647,30485793,111,146,134,126
626,31831627,68,132,103,122
636,29717700,104,175,62,123
593,30124284,84,143,105,107
643,29976118,122,154,80,129
605,29159218,104,101,110,156
567,30494532,62,132,93,178
577,30610086,68,124,107,173
629,29639218,109,101,77,136
624,29957472,88,110,91,139
591,31376314,61,174,116,159
567,28608334,96,147,90,173
621,29935311,107,117,112,138
582,29590825,89,143,61,180
582,30710086,69,124,101,180
596,28917700,96,158,57,159
641,30492407,107,115,116,134
581,29525478,91,142,85,167
623,29272240,100,110,96,137
613,29648698,100,126,128,143
580,29987170,87,107,115,170
593,30614105,71,145,111,165
617,30434846,88,142,141,143
613,30481459,84,112,114,146
612,30784266,81,115,106,150
572,31312296,59,146,117,169
566,30876314,59,160,110,190
598,28537525,108,126,90,163
601,30284284,91,134,91,108
621,30325478,90,142,117,142
617,29456118,121,149,101,165
601,29925478,87,145,101,177
610,32072296,61,130,103,145
624,29057525,96,129,89,148
621,28997525,139,126,97,148
609,29725793,111,131,128,160
642,30934846,92,134,127,126
624,30025793,113,123,128,142
640,29870771,120,164,132,137
603,29282986,117,144,132,153
605,29492425,106,148,115,106
644,30658864,90,175,127,138
600,30176112,90,124,128,162
580,31472296,61,140,91,177
608,29548698,100,145,128,162
591,29365793,101,123,128,169
582,29032425,106,125,113,107
569,29843000,92,127,76,172
610,29783106,90,108,132,159
628,30429559,93,153,57,137
605,30517653,89,126,133,161
608,30065478,92,135,108,161
602,29432425,112,132,86,107
645,30213681,102,145,49,124
612,32435103,61,120,94,136
591,29133681,100,134,61,178
649,30652407,112,116,106,114
624,31107492,70,177,128,131
634,29668271,102,137,129,140
588,31026280,66,127,127,156
566,29783000,92,130,97,190
609,30597653,88,121,132,163
646,31014846,87,136,127,121
643,31323000,86,129,79,131
585,31256314,58,166,106,171
624,29995311,104,112,102,127
593,29001096,100,181,127,107
606,30178303,86,187,105,97
564,30836314,56,165,106,167
627,29756313,110,102,121,144
643,30375311,123,114,104,148
558,29832839,66,154,104,172
637,30645478,92,138,111,135
600,30260557,89,138,128,177
650,31305904,91,133,110,132
616,29317700,117,172,59,160
616,31510450,71,116,129,137
592,28837700,95,167,63,170
632,29944252,132,124,128,126
605,30360557,74,133,133,139
589,30934532,72,121,95,162
550,31748945,52,152,87,192
618,29664252,99,120,131,139
576,28869600,95,123,93,194
656,30469600,134,124,100,131
583,30895798,72,111,106,171
608,30254846,87,155,131,138
566,29625904,86,125,105,190
633,30048698,104,128,127,129
588,28982986,95,142,128,161
576,30831627,72,132,104,171
593,31126280,64,123,130,164
590,29022986,104,138,127,182
621,31574532,70,130,96,129
603,29057700,105,164,62,153
579,28613618,99,139,104,180
598,29095047,100,103,103,154
597,29253681,113,140,61,166
638,29337525,107,130,109,127
645,30445793,115,127,127,132
592,29062986,97,131,130,159
603,30118303,92,165,117,93
585,28607005,113,163,129,171
627,30098738,83,101,81,140
588,30271262,84,116,102,108
636,30814846,87,136,144,133
583,30047170,86,117,103,176
575,28849600,107,124,91,193
602,29598136,109,126,88,100
632,29452240,102,110,110,121
603,29364252,111,111,129,159
589,30723473,70,145,129,141
601,29889559,90,178,56,171
607,29855232,104,124,103,106
577,30932893,64,110,100,179
575,28533618,100,145,100,177
589,28697874,99,108,130,173
640,30472407,95,116,88,139
590,29600279,83,103,99,167
563,29932839,69,164,99,171
582,29698303,92,172,123,108
571,29883000,77,121,103,174
590,29192425,96,156,90,105
601,30280557,88,140,127,151
613,29502756,80,124,101,136
636,31107170,83,117,86,125
638,30854846,91,136,127,145
577,29527978,92,149,74,178
631,29836313,117,101,98,140
642,30228698,114,129,128,138
615,31856314,61,174,117,137
609,30049559,86,166,63,167
593,30803473,69,138,130,136
608,31230086,68,121,122,134
638,30620130,91,143,130,127
573,28493618,98,145,95,187
555,29321459,86,123,97,186
635,29835047,101,103,105,135
635,31117653,89,139,133,132
639,31040557,77,125,131,128
577,29927170,85,115,90,183
592,29555232,115,118,108,101
634,30901459,84,124,100,144
594,29021096,103,170,137,98
592,29709559,89,172,56,169
630,30987170,86,115,104,136
611,29361096,120,171,128,103
598,30054846,85,139,129,153
580,29694846,87,147,127,170
603,30154846,83,134,127,154
608,31716314,61,173,91,134
655,30534045,115,126,96,119
616,30541459,93,120,92,130
623,30720557,86,136,129,151
586,29707978,83,146,107,178
561,29044212,81,185,98,183
637,29703222,112,103,111,128
592,30227170,87,113,97,173
619,30797653,81,130,133,136
575,32248945,53,156,90,169
569,29285478,79,145,83,175
580,29272407,98,108,106,180
562,30228820,70,136,101,175
586,29984284,85,143,101,102
562,29912839,62,171,97,178
583,31216314,61,168,99,160
609,31334532,70,136,96,139
611,31776314,59,169,84,139
636,30941459,93,112,98,129
642,30827978,81,143,79,136
592,29898303,84,174,97,108
585,29478864,85,159,128,172
595,29769559,77,166,62,166
581,30690086,69,123,88,164
569,28971141,96,133,109,198
602,30794105,69,145,102,138
587,29916112,87,122,130,161
623,30096488,110,125,63,155
641,30335311,126,113,100,117
596,32352964,53,157,117,130
581,30128347,82,131,60,186
580,29115311,100,115,101,160
621,31138186,68,159,59,122
632,31951627,72,138,106,135
617,30209559,80,189,62,155
586,31031627,72,119,90,168
623,31771627,66,118,102,125
605,31411627,69,130,95,134
611,30125478,88,144,123,153
599,30240557,89,128,130,158
576,28553618,101,145,101,179
625,29488271,103,144,131,137
585,29258738,77,106,92,168
601,29333681,101,144,57,167
624,31634532,67,150,103,139
613,30804266,78,106,105,144
619,30367978,75,150,112,153
594,31436314,56,168,96,149
579,28929600,100,120,87,182
571,28854045,102,129,105,178
619,29925793,97,122,128,131
647,30455311,133,117,85,140
599,29293681,106,133,63,164
614,29629600,126,118,77,158
567,32088945,55,133,104,173
589,33084823,49,157,106,136
590,29681545,92,102,100,167
631,30344449,88,101,101,135
604,30497653,88,131,128,154
593,29082986,95,141,131,169
572,29661459,92,117,103,184
589,31091627,71,121,104,182
602,31194532,72,126,109,161
628,31187492,69,178,135,119
613,30611252,79,118,58,153
564,29585904,83,131,95,172
587,31296314,60,168,105,155
641,30725478,89,144,82,118
619,31936314,60,167,94,145
612,31228820,70,138,112,152
572,29903000,82,122,108,178
578,31432296,59,138,100,160
581,29820737,62,109,107,160
606,30380557,78,128,133,157
596,29478136,115,121,105,105
644,30395311,127,116,106,122
592,28652240,100,110,88,169
647,30328698,112,134,128,131
576,30064266,77,114,81,174
649,29887005,110,159,136,128
595,31135798,72,104,87,172
585,29424449,93,102,107,161
607,33444823,51,179,104,134
599,29266029,104,99,108,172
640,31217653,86,119,127,123
595,31211627,69,129,109,162
603,31371627,72,126,83,162
637,31000557,84,127,131,130
588,30347091,82,124,82,101
603,29529964,120,114,127,164
594,31034532,70,136,98,157
585,31092893,67,113,93,156
618,31916314,58,172,70,127
564,29743000,90,122,96,176
617,29562986,116,137,127,148
634,30585478,90,142,105,128
560,29340193,92,132,85,182
604,29077700,95,171,61,164
631,30165793,106,141,129,141
572,30751627,67,126,88,183
608,30147978,80,153,98,158
622,30938919,93,113,135,134
644,31343000,88,140,101,128
580,29587978,86,155,98,168
629,30059392,110,144,63,140
575,29091141,96,135,103,156
566,28272352,94,172,105,193
573,31016314,61,173,103,182
561,29892839,72,178,98,183
574,31036314,57,163,105,164
581,30931627,67,134,95,166
636,29836118,117,162,106,133
599,30244284,90,135,122,98
623,29773681,102,150,62,147
651,30692407,130,112,122,137
580,30754532,71,122,87,165
632,31794532,69,133,112,117
588,29484449,91,96,71,180
593,30969184,68,133,128,154
606,29989559,82,174,53,163
574,28829600,100,119,70,190
588,29148698,111,134,127,172
581,30164266,85,116,94,175
603,30320557,91,137,136,169
592,31075798,69,108,117,149
603,29929559,91,170,62,160
612,29589600,112,124,100,145
607,30009559,89,177,63,159
590,29515232,119,130,105,106
578,29781459,75,122,78,171
625,32056314,60,166,94,126
581,28653618,110,142,74,169
642,29336259,107,131,98,125
621,30964266,81,115,101,131
598,30220557,92,131,127,159
643,30164252,114,123,127,130
612,30191260,78,100,88,150
609,29177700,112,163,61,164
615,30560557,86,125,133,148
612,31551627,66,125,114,130
601,29578136,98,131,124,106
586,31276314,61,174,95,164
592,29564449,93,100,92,173
610,29588698,115,127,129,163
654,30348334,116,149,85,123
601,29489964,102,113,127,158
600,29141096,112,149,127,106
600,29545793,108,132,132,166
605,30194846,91,144,135,155
583,29718303,92,163,88,106
618,30265478,85,139,95,135
630,30227059,115,116,131,141
609,29484252,124,123,132,161
591,28727005,95,170,130,171
648,29993618,122,145,117,137
612,30867492,72,176,128,135
614,29277700,113,170,61,190
586,30071252,84,125,63,163
602,29598738,88,105,126,165
626,31590086,72,120,87,138
582,28756118,111,155,102,180
583,29175311,105,117,102,161
609,29493681,130,132,58,156
594,29938303,85,184,102,108
578,29618303,79,174,120,108
571,32724823,50,176,105,178
632,29533506,97,109,97,128
573,30004266,93,116,76,184
623,30877653,84,126,135,132
574,30024266,75,117,101,184
598,31069184,72,125,130,169
583,29332407,94,115,106,173
608,30381459,93,118,115,163
588,28976313,100,97,71,157
589,30324266,84,117,102,174
601,29017700,103,164,61,148
600,28988271,96,144,130,168
610,29335047,101,103,88,156
628,29537952,113,103,104,140
590,30344266,87,114,67,176
604,30138303,88,166,104,104
637,31412839,72,166,108,135
568,29347978,73,152,105,175
627,30019392,112,122,62,137
586,31673562,59,121,101,167
646,31225904,89,124,118,141
588,29538864,83,171,131,179
621,31047492,72,174,127,121
622,31630450,69,115,133,135
571,31458007,57,134,93,174
610,30294846,91,165,128,156
611,29778136,120,133,79,105
568,32664823,50,162,106,171
636,29637874,103,100,130,126
619,31489184,62,135,129,131
617,29653681,121,131,45,155
568,29904266,83,112,86,175
638,29830771,126,139,132,124
579,30650086,71,124,98,179
618,30777653,81,137,136,127
650,30349600,111,122,77,131
616,29308271,111,138,127,166
591,29214947,114,118,61,169
604,29393681,127,126,61,175
607,29685793,101,142,127,149
625,29381956,117,110,110,133
654,30671141,119,131,98,123
589,30197653,82,138,129,159
598,30796605,70,147,103,150
593,29173681,114,141,63,171
629,31891627,67,134,87,129
554,29385904,77,120,87,187
587,31132893,69,107,106,168
599,30567091,85,121,110,105
586,29589559,87,173,62,171
613,30165478,80,145,74,147
642,29417525,99,130,87,128
604,29266444,104,159,98,100
628,31952893,71,112,97,131
639,31001459,93,115,118,120
570,30956314,57,169,102,172
620,29704252,99,123,132,159
618,29253506,94,103,99,142
584,29738303,82,160,113,106
590,28296259,124,131,100,172
593,31252893,72,113,99,161
614,31591627,71,130,97,150
641,30124252,116,115,128,127
652,30712407,109,117,118,124
609,31168820,63,151,116,141
646,30698864,84,153,129,126
623,29448271,104,141,127,147
630,31588820,67,138,91,125
601,29497472,85,110,98,160
587,28926444,104,154,100,108
598,30389996,91,132,97,101
577,30775798,72,109,108,162
593,31416314,60,160,106,154
651,30408698,108,127,128,122
621,31363473,62,145,133,127
656,30554045,107,140,109,128
608,31314532,71,131,118,139
613,30677653,93,130,131,135
609,30167978,92,147,97,163
566,29460193,75,135,108,179
568,29418303,74,172,104,104
633,30205793,114,137,133,128
606,29424252,119,120,127,164
578,29465478,73,145,109,161
646,30592407,125,107,93,126
640,31344266,85,113,96,119
616,30307978,76,175,118,123
612,31394532,68,127,86,131
616,28897525,104,126,102,149
636,29708271,113,141,127,131
607,30894105,72,142,119,142
598,29518136,99,127,89,106
626,31064266,85,112,104,131
625,30887170,78,116,103,128
599,28943222,107,109,121,156
591,29378738,89,109,96,183
591,29208698,99,127,134,167
600,30627492,70,166,131,161
609,31491627,65,129,111,134
586,31592296,60,145,115,160
573,29923000,77,134,102,165
563,32880805,51,138,110,179
605,31170086,64,122,102,140
593,30045540,85,144,60,171
637,30961459,93,120,101,136
608,29552425,103,160,100,102
639,30874846,93,141,127,136
644,29868271,113,145,131,129
612,30657653,77,118,128,143
617,32212296,61,141,87,146
628,30502630,84,161,129,130
571,30976314,58,177,100,162
591,29878303,89,179,99,108
632,31138919,83,114,139,130
610,29669964,122,117,128,166
591,31692296,61,133,109,160
643,30248698,118,143,131,137
601,31412893,68,116,96,156
579,30416605,68,160,85,172
611,29197952,114,103,103,149
613,29805793,113,149,133,169
582,29155311,104,112,96,185
591,28713506,96,107,115,175
576,31076314,59,173,108,168
594,29359392,107,119,61,175
651,30369600,146,120,79,130
612,29310771,110,153,130,153
597,28833506,104,106,101,163
576,29425478,89,138,111,167
649,30202986,102,132,130,131
583,31855103,58,132,102,171
652,31180193,92,127,87,127
597,29498738,76,106,96,166
633,31814532,72,122,93,123
605,28677525,94,123,92,158
640,30894846,91,138,129,127
593,28857700,101,177,63,163
597,30527091,78,146,97,107
655,29993506,116,108,108,119
634,31097653,92,135,129,117
607,30638919,86,113,128,146
632,30109964,99,117,130,135
608,29629964,111,114,129,147
630,29493506,103,108,102,128
604,29625793,96,120,128,152
613,29887059,110,111,131,158
593,29405793,96,134,136,166
596,29308698,100,129,134,169
567,29480193,76,154,103,179
596,29465793,100,147,128,163
628,30187059,121,107,127,141
609,30238303,86,160,101,104
575,30811627,69,121,84,180
617,31651627,71,138,124,125
632,30900557,82,131,127,129
648,30632407,111,115,93,123
634,31834532,72,119,100,139
619,30640557,82,124,129,133
627,31851627,72,134,93,132
581,32368945,55,163,101,168
564,30268820,67,138,93,169
602,30667492,70,175,127,157
594,30992912,71,135,88,108
619,30285478,86,144,114,128
580,29469559,93,167,60,174
602,30027978,93,155,90,163
622,30067059,97,116,128,129
617,30884266,84,112,104,160
596,28813506,122,105,95,160
579,31136314,61,173,117,156
580,29821459,93,124,92,185
640,30705478,91,140,124,126
634,29750771,113,160,133,119
597,30204284,89,145,105,104
619,30767170,85,114,100,147
583,28657700,113,171,59,179
580,30144266,79,115,109,179
611,31056605,64,156,99,133
615,30717653,92,132,127,138
602,29028271,101,142,127,168
653,30575311,116,111,108,130
592,30910086,72,124,105,162
620,29945793,104,129,131,135
628,29372240,105,110,111,130
590,29894846,93,130,135,168
612,29709964,118,117,128,163
601,29236313,98,100,109,165
613,30520557,74,141,135,157
633,29237525,100,129,105,133
587,30494105,70,145,85,184
637,30053681,104,146,62,125
623,30087059,99,116,129,132
597,29081096,95,169,129,100
623,31296605,67,153,113,123
593,29954846,78,144,127,181
614,30501459,76,124,116,157
652,30262986,121,135,129,139
637,30600130,87,142,129,131
636,31874532,72,145,104,138
608,30547170,86,114,108,154
588,29854846,89,128,127,177
646,29990771,127,157,130,109
604,29940130,90,143,128,154
607,29698136,114,129,90,107
565,28568334,97,133,102,192
593,28995047,111,103,95,173
597,28517525,108,129,120,171
644,30268698,132,132,128,128
637,29436129,108,129,93,135
584,29159392,96,123,62,166
642,30512407,115,109,111,125
594,31115798,70,112,105,162
598,29019218,117,98,108,156
614,31672893,72,111,100,134
585,28759218,100,101,99,185
569,30368820,70,134,96,168
603,31048820,66,133,91,159
604,29707059,109,107,127,167
578,30714532,72,131,109,166
622,29333506,118,108,108,154
567,29245478,85,143,114,178
597,28752240,114,110,107,171
612,30581823,92,116,128,145
589,29172425,98,137,91,105
567,29803000,82,130,90,182
581,32052964,55,170,102,176
607,29532425,94,148,97,100
616,29835311,96,117,114,145
612,30416112,93,123,133,148
590,29113681,104,132,62,170
595,30160557,88,125,130,161
646,29953618,122,144,103,135
591,28981490,89,131,102,179
608,29219218,105,99,98,155
629,29473506,96,102,73,137
586,30790086,72,115,85,179
562,29380193,73,128,88,170
631,30796112,91,123,134,132
595,28396259,107,131,120,183
645,31205904,88,131,97,131
583,32092964,54,162,103,168
574,31352296,59,138,116,164
586,29108698,102,132,129,158
610,31756314,56,177,102,128
617,30967492,71,175,140,134
640,29797700,111,160,59,128
629,29577700,114,156,63,131
646,29908271,109,145,130,127
612,30627170,77,115,105,145
613,32455103,56,122,125,138
650,30070771,120,144,133,131
580,28716118,94,155,101,180
594,29516488,99,125,63,171
608,32032296,58,145,103,132
566,29992839,70,179,92,171
578,31116314,58,164,115,172
617,29526444,108,175,102,107
589,29838303,80,161,96,104
571,33526987,46,159,94,159
646,30142986,94,139,138,141
583,29754846,84,138,129,177
613,32298007,56,135,95,131
630,30069964,100,115,132,132
620,31956314,61,163,114,132
612,32988945,55,140,92,131
631,31931627,72,122,74,124
584,30991627,70,119,90,169
579,29967170,79,113,103,175
647,31245904,88,136,91,137
594,29740130,83,137,127,160
611,30718919,90,108,129,147
633,31001823,83,116,130,133
636,30199392,97,139,63,129
574,30634532,67,127,94,176
595,30085540,88,133,61,162
575,30735798,72,115,112,157
598,29675232,112,126,120,107
591,28961096,97,183,134,105
607,30045478,87,140,114,161
638,30064252,117,119,134,143
603,30236112,87,124,127,165
564,31475103,59,133,98,174
615,29288271,108,145,131,146
638,30073681,95,143,62,135
578,29338864,73,179,129,170
636,31392839,72,160,95,128
637,30727978,93,154,114,128
597,30567492,71,161,129,164
593,29918303,87,159,86,106
633,29876313,111,98,92,128
575,31372296,61,148,100,155
628,30118738,85,108,104,126
607,29128271,114,145,127,142
590,31838007,60,125,116,143
571,32334657,54,139,98,170
587,28717952,105,103,110,169
602,31351627,72,123,85,163
561,32291752,55,127,103,175
589,31172893,68,116,113,170
574,29701459,93,121,106,165
584,31875103,60,139,98,155
626,29590771,106,148,136,137
588,28946444,101,163,96,107
610,31354532,68,118,116,154
628,29557700,96,172,63,142
567,30176605,65,149,100,163
592,30427091,83,126,87,108
596,29801545,83,99,114,170
638,30387059,110,115,130,130
610,31188820,67,140,97,134
631,30607978,77,161,89,128
622,31996314,61,155,89,138
568,28628334,102,131,116,174
621,32292296,60,137,98,126
622,31194105,67,142,122,119
597,29655232,102,119,107,105
639,31324266,91,106,109,130
616,31390086,68,113,90,130
641,31041459,90,121,87,122
604,29592789,106,125,128,107
621,29417700,105,170,63,143
595,30806930,70,160,85,108
615,30287978,84,166,112,149
612,30227978,74,149,93,145
585,29794846,93,142,131,164
582,31678007,61,133,98,149
632,31628820,66,153,104,133
581,28617700,94,177,60,182
594,30098937,86,138,130,107
574,29385478,81,145,95,183
645,30572407,103,117,94,130
577,29725540,86,144,61,183
613,30354846,85,141,134,151
636,31137653,89,126,133,126
599,29697754,119,116,61,165
641,29316259,98,131,107,135
621,30596112,92,124,135,136
607,29528698,117,130,135,147
559,29852839,71,152,91,188
595,29292425,100,132,104,107
577,30084266,85,115,108,175
637,30609559,89,169,60,140
568,28794045,99,135,99,199
625,30841823,87,106,128,137
615,30169559,89,159,62,141
576,29192407,109,117,86,173
611,30974105,69,145,101,133
616,29865793,98,125,134,143
591,29042986,107,138,128,163
609,29649964,120,113,131,156
606,29678738,85,109,100,163
589,31336314,61,166,122,157
611,31374532,67,118,90,159
648,30264252,122,124,135,119
646,30308698,131,130,127,133
609,30567170,88,117,109,159
645,30805478,90,143,103,127
634,30622630,93,159,134,129
583,31052893,67,114,111,163
615,30927492,72,184,127,142
595,30164284,88,137,111,103
634,30549559,86,168,61,130
590,28859218,100,100,100,170
648,31265904,93,129,105,123
608,30658919,79,116,127,133
597,29075047,114,103,95,170
626,29824252,115,122,130,137
606,30631262,91,115,119,102
591,29212425,109,130,94,108
635,29770771,96,142,133,124
576,30755798,67,115,83,160
591,30656605,69,154,93,155
593,30120557,82,132,133,158
625,30127059,125,113,142,140
594,31918007,61,140,97,157
567,31212296,58,137,91,185
596,30756605,72,153,112,161
641,29808271,122,145,132,138
649,31074846,91,146,134,130
627,31694532,72,140,101,123
599,30397653,86,133,127,152
609,28676259,121,131,112,158
572,29031141,100,127,82,187
632,31476605,72,156,103,141
607,30234846,87,137,140,144
587,28962986,112,137,128,160
607,29453681,134,147,59,161
618,30904266,91,109,116,142
624,29468271,111,144,127,144
614,31434532,72,128,103,124
615,31243473,72,129,128,126
585,31738007,59,126,92,178
587,29518864,86,165,128,173
620,29459218,104,98,112,138
600,29715232,113,137,109,107
637,30682630,93,144,127,123
589,29325793,98,128,131,168
613,29446444,124,176,89,106
597,29419392,121,137,52,155
645,30678864,89,163,130,122
585,29258136,97,130,121,108
576,30274105,64,141,84,192
609,32375103,61,118,83,135
567,30896314,61,164,100,177
594,28877700,99,171,62,171
618,30536112,89,113,129,132
609,30678919,92,107,132,138
568,28951141,94,126,93,193
647,30289600,119,122,121,121
615,29486444,113,186,107,108
569,29367978,89,172,86,179
621,31976314,61,176,121,134
566,31358007,60,135,111,167
568,30916314,61,168,114,159
589,28915047,101,103,113,173
589,30040557,88,143,129,170
613,29257700,97,173,63,143
623,29764252,111,123,130,160
581,29398864,74,168,130,155
598,28456259,100,131,96,175
637,31894532,71,129,96,132
614,29907059,108,116,129,147
606,31108820,69,141,92,144
588,30177653,74,129,128,165
557,28964212,79,164,84,180
623,31569184,72,124,137,132
600,30429996,84,131,105,98
574,31518007,58,130,110,169
617,30681823,93,112,133,141
602,29509964,111,108,128,169
606,29387710,111,153,89,104
596,28979218,102,101,105,158
616,30737653,78,122,127,132
596,30547492,72,173,127,159
595,30487091,86,122,85,108
583,29048698,99,132,129,166
604,30265540,82,135,63,157
630,30469559,92,181,61,146
593,28356259,94,131,81,166
593,29252425,124,132,121,107
649,30096118,108,153,98,125
584,30434105,65,142,92,173
605,28596259,102,131,100,160
622,29753681,116,136,63,129
643,30405793,108,133,136,120
594,30634105,71,141,105,148
579,30815798,71,115,96,184
598,29273681,115,148,60,178
609,31415798,70,117,87,131
590,28377525,99,129,96,175
597,30125540,79,152,51,160
587,29219392,98,134,63,154
613,30647170,86,115,101,146
578,28537952,94,103,111,179
600,29242756,87,128,112,166
586,28855047,110,103,105,179
626,31544739,72,120,131,135
566,31515103,60,132,96,169
584,30915798,68,114,93,171
607,31451627,69,123,122,142
649,31240557,92,118,133,125
625,31654532,72,128,105,125
599,29616488,113,134,51,167
590,28693506,103,100,103,165
638,31101823,92,104,133,118
604,30256112,87,124,127,158
593,29248698,102,137,132,156
600,31070086,67,118,78,152
587,29217472,91,110,86,184
557,30294532,70,131,82,175
598,29972956,89,161,135,101
606,29336313,116,97,116,167
609,33484823,51,168,115,130
584,29865540,85,148,62,170
605,30608347,90,119,63,169
651,30053618,106,145,104,127
615,31611627,65,122,90,131
575,31932964,53,171,110,167
569,30534532,71,128,93,161
597,29622829,92,108,89,107
593,29337472,86,110,114,176
602,32472964,55,171,83,140
580,31795103,58,125,118,167
610,29197700,99,149,63,145
606,29179218,117,99,87,156
596,31476314,57,182,74,159
642,30056313,94,101,90,126
576,31715103,60,125,106,173
572,29984266,90,105,113,166
641,30807978,88,168,91,111
573,29051141,110,124,94,180
594,29193681,101,132,63,168
635,31244266,92,112,91,128
594,28773506,94,105,93,179
607,29326444,114,160,109,107
575,29172407,101,117,101,186
575,28497700,94,163,63,185
583,29529559,86,151,56,174
652,30073618,114,133,93,124
584,31552296,61,137,83,158
574,29867170,82,117,90,187
583,29139392,119,124,58,181
616,32192296,61,142,82,127
615,32732964,53,150,91,126
575,30008347,92,148,59,174
614,29593681,107,148,62,135
598,29119415,109,103,128,171
648,30475311,111,114,111,149
623,30847170,82,114,104,142
615,29936488,109,122,62,155
624,30107059,125,111,137,150
625,29570771,119,145,129,135
596,29224252,114,123,134,167
599,30923473,67,128,132,158
617,29885793,131,127,130,158
602,29585793,103,128,128,167
634,29573506,118,108,110,136
596,29233681,106,154,63,158
605,30364284,91,140,105,102
610,29188271,105,145,136,150
585,31976369,61,109,105,168
644,30193681,129,131,62,134
637,30925540,91,141,57,123
617,29410771,118,143,127,172
592,30338919,87,113,130,165
594,30065540,85,138,51,167
613,30887492,68,178,128,135
623,29929964,100,114,128,123
569,31812964,54,165,93,161
631,30247059,101,104,127,137
590,29436488,107,143,57,165
572,28789600,98,124,95,190
559,30168820,63,138,83,172
648,29957700,97,173,63,146
624,29477700,107,174,57,143
583,29647978,91,156,93,166
582,29545478,93,144,103,175
637,31284266,78,115,115,131
595,31456314,61,170,99,151
631,29513506,116,106,113,130
578,30104266,91,108,110,182
588,29560279,91,103,86,179
585,29569559,82,172,62,174
578,30871627,72,130,101,154
599,31852296,58,159,83,137
621,31490086,72,120,104,144
617,29898738,87,108,90,145
571,29289559,91,154,62,170
645,29933618,109,136,106,122
628,29619218,118,100,107,128
579,29252407,110,117,89,176
596,30826930,71,177,106,108
560,30188820,68,140,90,195
610,29513681,99,140,61,154
560,29872839,66,185,96,173
615,30844266,88,113,80,139
